"Town","FIPS","Year","Month","Admission Type","Measure Type","Variable","Value"
"Suffield","0900374540","2015","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Suffield","0900374540","2015","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Suffield","0900374540","2015","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Suffield","0900374540","2015","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Suffield","0900374540","2015","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Suffield","0900374540","2015","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Suffield","0900374540","2015","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Suffield","0900374540","2015","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Suffield","0900374540","2015","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Suffield","0900374540","2016","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Suffield","0900374540","2016","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Suffield","0900374540","2016","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Suffield","0900374540","2016","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Suffield","0900374540","2016","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Suffield","0900374540","2016","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Suffield","0900374540","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"Suffield","0900374540","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"Suffield","0900374540","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"Suffield","0900374540","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"Suffield","0900374540","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"Suffield","0900374540","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Thomaston","0900575730","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Thomaston","0900575730","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Thomaston","0900575730","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Thomaston","0900575730","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Thomaston","0900575730","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Thomaston","0900575730","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Thomaston","0900575730","2013","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Thomaston","0900575730","2013","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Thomaston","0900575730","2013","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Thomaston","0900575730","2013","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Thomaston","0900575730","2013","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Thomaston","0900575730","2013","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Thomaston","0900575730","2014","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Thomaston","0900575730","2014","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Thomaston","0900575730","2014","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Thomaston","0900575730","2014","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Thomaston","0900575730","2014","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Thomaston","0900575730","2014","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Thomaston","0900575730","2014","July","Substance Abuse","Number","DMHAS Admissions",16
"Thomaston","0900575730","2014","August","Substance Abuse","Number","DMHAS Admissions",15
"Thomaston","0900575730","2014","September","Substance Abuse","Number","DMHAS Admissions",14
"Thomaston","0900575730","2014","October","Substance Abuse","Number","DMHAS Admissions",15
"Thomaston","0900575730","2014","November","Substance Abuse","Number","DMHAS Admissions",11
"Thomaston","0900575730","2014","December","Substance Abuse","Number","DMHAS Admissions",10
"Thomaston","0900575730","2015","January","Substance Abuse","Number","DMHAS Admissions",20
"Thomaston","0900575730","2015","February","Substance Abuse","Number","DMHAS Admissions",11
"Thomaston","0900575730","2015","March","Substance Abuse","Number","DMHAS Admissions",17
"Thomaston","0900575730","2015","April","Substance Abuse","Number","DMHAS Admissions",14
"Thomaston","0900575730","2015","May","Substance Abuse","Number","DMHAS Admissions",14
"Thomaston","0900575730","2015","June","Substance Abuse","Number","DMHAS Admissions",14
"Thomaston","0900575730","2015","July","Substance Abuse","Number","DMHAS Admissions",9
"Thomaston","0900575730","2015","August","Substance Abuse","Number","DMHAS Admissions",6
"Thomaston","0900575730","2015","September","Substance Abuse","Number","DMHAS Admissions",10
"Thomaston","0900575730","2015","October","Substance Abuse","Number","DMHAS Admissions",14
"Thomaston","0900575730","2015","November","Substance Abuse","Number","DMHAS Admissions",11
"Thomaston","0900575730","2015","December","Substance Abuse","Number","DMHAS Admissions",13
"Thomaston","0900575730","2016","January","Substance Abuse","Number","DMHAS Admissions",17
"Thomaston","0900575730","2016","February","Substance Abuse","Number","DMHAS Admissions",10
"Thomaston","0900575730","2016","March","Substance Abuse","Number","DMHAS Admissions",26
"Thomaston","0900575730","2016","April","Substance Abuse","Number","DMHAS Admissions",11
"Thomaston","0900575730","2016","May","Substance Abuse","Number","DMHAS Admissions",12
"Thomaston","0900575730","2016","June","Substance Abuse","Number","DMHAS Admissions",11
"Thomaston","0900575730","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"Thomaston","0900575730","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"Thomaston","0900575730","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"Thomaston","0900575730","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"Thomaston","0900575730","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"Thomaston","0900575730","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Thompson","0901575870","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Thompson","0901575870","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Thompson","0901575870","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Thompson","0901575870","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Thompson","0901575870","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Thompson","0901575870","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Thompson","0901575870","2013","July","Substance Abuse","Number","DMHAS Admissions",12
"Thompson","0901575870","2013","August","Substance Abuse","Number","DMHAS Admissions",18
"Thompson","0901575870","2013","September","Substance Abuse","Number","DMHAS Admissions",13
"Thompson","0901575870","2013","October","Substance Abuse","Number","DMHAS Admissions",10
"Thompson","0901575870","2013","November","Substance Abuse","Number","DMHAS Admissions",7
"Thompson","0901575870","2013","December","Substance Abuse","Number","DMHAS Admissions",6
"Thompson","0901575870","2014","January","Substance Abuse","Number","DMHAS Admissions",10
"Thompson","0901575870","2014","February","Substance Abuse","Number","DMHAS Admissions",10
"Thompson","0901575870","2014","March","Substance Abuse","Number","DMHAS Admissions",10
"Thompson","0901575870","2014","April","Substance Abuse","Number","DMHAS Admissions",15
"Thompson","0901575870","2014","May","Substance Abuse","Number","DMHAS Admissions",11
"Thompson","0901575870","2014","June","Substance Abuse","Number","DMHAS Admissions",7
"Thompson","0901575870","2014","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Thompson","0901575870","2014","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Thompson","0901575870","2014","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Thompson","0901575870","2014","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Thompson","0901575870","2014","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Thompson","0901575870","2014","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Thompson","0901575870","2015","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Thompson","0901575870","2015","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Thompson","0901575870","2015","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Thompson","0901575870","2015","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Thompson","0901575870","2015","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Thompson","0901575870","2015","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Thompson","0901575870","2015","July","Substance Abuse","Number","DMHAS Admissions",14
"Thompson","0901575870","2015","August","Substance Abuse","Number","DMHAS Admissions",15
"Thompson","0901575870","2015","September","Substance Abuse","Number","DMHAS Admissions",10
"Thompson","0901575870","2015","October","Substance Abuse","Number","DMHAS Admissions",17
"Thompson","0901575870","2015","November","Substance Abuse","Number","DMHAS Admissions",14
"Thompson","0901575870","2015","December","Substance Abuse","Number","DMHAS Admissions",7
"Thompson","0901575870","2016","January","Substance Abuse","Number","DMHAS Admissions",18
"Thompson","0901575870","2016","February","Substance Abuse","Number","DMHAS Admissions",12
"Thompson","0901575870","2016","March","Substance Abuse","Number","DMHAS Admissions",8
"Thompson","0901575870","2016","April","Substance Abuse","Number","DMHAS Admissions",9
"Thompson","0901575870","2016","May","Substance Abuse","Number","DMHAS Admissions",10
"Thompson","0901575870","2016","June","Substance Abuse","Number","DMHAS Admissions",12
"Thompson","0901575870","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"Thompson","0901575870","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"Thompson","0901575870","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"Thompson","0901575870","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"Thompson","0901575870","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"Thompson","0901575870","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Tolland","0901376290","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Tolland","0901376290","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Tolland","0901376290","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Tolland","0901376290","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Tolland","0901376290","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Tolland","0901376290","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Tolland","0901376290","2013","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Tolland","0901376290","2013","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Tolland","0901376290","2013","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Tolland","0901376290","2013","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Tolland","0901376290","2013","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Tolland","0901376290","2013","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Tolland","0901376290","2014","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Tolland","0901376290","2014","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Tolland","0901376290","2014","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Tolland","0901376290","2014","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Tolland","0901376290","2014","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Tolland","0901376290","2014","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Tolland","0901376290","2014","July","Substance Abuse","Number","DMHAS Admissions",11
"Tolland","0901376290","2014","August","Substance Abuse","Number","DMHAS Admissions",9
"Tolland","0901376290","2014","September","Substance Abuse","Number","DMHAS Admissions",14
"Tolland","0901376290","2014","October","Substance Abuse","Number","DMHAS Admissions",7
"Tolland","0901376290","2014","November","Substance Abuse","Number","DMHAS Admissions",13
"Tolland","0901376290","2014","December","Substance Abuse","Number","DMHAS Admissions",11
"Tolland","0901376290","2015","January","Substance Abuse","Number","DMHAS Admissions",10
"Tolland","0901376290","2015","February","Substance Abuse","Number","DMHAS Admissions",9
"Tolland","0901376290","2015","March","Substance Abuse","Number","DMHAS Admissions",11
"Tolland","0901376290","2015","April","Substance Abuse","Number","DMHAS Admissions",9
"Tolland","0901376290","2015","May","Substance Abuse","Number","DMHAS Admissions",9
"Tolland","0901376290","2015","June","Substance Abuse","Number","DMHAS Admissions",10
